idacr,idnum,year,totimp,totexp,tottrade
BUL,355,1974,3566.35,3919.61,7485.96
BUL,355,1975,4344.93,5072.38,9417.32
BUL,355,1976,4945.00,5132.51,10077.51
BUL,355,1977,5851.48,5800.19,11651.67
BUL,355,1978,6834.45,7115.15,13949.60
BUL,355,1979,7892.31,7906.28,15798.60
BUL,355,1980,9036.97,9535.36,18572.34
BUL,355,1981,9026.23,10649.32,19675.55
BUL,355,1982,9790.69,10791.83,20582.51
BUL,355,1983,9538.83,11014.51,20553.34
BUL,355,1984,7963.20,9996.29,17959.49
BUL,355,1985,7838.89,10257.08,18095.97
BUL,355,1986,7061.95,9762.02,16823.97
BUL,355,1987,6688.42,9640.44,16328.86
BUL,355,1988,6242.47,9741.26,15983.73
BUL,355,1989,5383.39,8316.39,13699.77
BUL,355,1990,4690.02,6751.75,11441.77
BUL,355,1991,3523.64,4808.65,8332.29
BUL,355,1992,3263.99,4545.98,7809.96
BUL,355,1993,2527.76,4727.82,7255.59
BUL,355,1994,3454.16,4701.84,8155.99
BUL,355,1995,5142.96,5479.80,10622.76
BUL,355,1996,4732.43,4760.24,9492.67
BUL,355,1997,4339.66,3986.07,8325.73
BUL,355,1998,4208.21,5789.63,9997.84
BUL,355,1999,3782.53,5508.52,9291.05
BUL,355,2000,4751.29,6668.18,11419.47
MLD,359,1991,491.97,707.04,1199.01
MLD,359,1992,520.04,774.67,1294.72
MLD,359,1993,517.96,776.02,1293.98
MLD,359,1994,605.98,740.04,1346.02
MLD,359,1995,867.31,1067.18,1934.49
MLD,359,1996,1211.48,1748.09,2959.57
MLD,359,1997,1087.09,1441.44,2528.53
MLD,359,1998,832.24,1256.73,2088.97
MLD,359,1999,669.09,885.94,1555.03
MLD,359,2000,696.70,1088.70,1785.41
RUM,360,1948,171.42,131.11,302.53
RUM,360,1949,208.35,229.37,437.72
RUM,360,1950,232.08,226.53,458.61
